context1,y
ойланып қарасам яғни өмірімдегі еркектердің бойындағы қасиеттерді салғастырсам еркек біткеннің бәрі бірдей екен бәрі де бірдей ойлайды бірдей өмір сүреді тек айырмасы біреуі ішеді біреуі құмар ойнайды біреуі қызқырқынды сүйеді біреуі мансабын сүйеді біреуі дүниемүлкін сүйеді бірақ бәрінің түпкі тегі бір,1
енді екінші күйеуіммен ажырасқаныма өкініп жүрмін менің де қателіктерім көп болды ғой сол отбасымды қалай қалпына келтірсем болады қалпына келтіре алам ба ең болмаса қыздарым өз әкесінің қорғауында өсер еді ғой  көз жасын орамалына сыққан келіншек демігіп бір тоқтады,1
 сабыр етіңіз жанар  деді берген бұған ойлана қарап  көзі ашық оқыған адамсыз қоғамдық құбылыстардың дәл ортасында жүрсіз солай бола тұра бұл қоғамның тілінен ереже тәртібінен мақұрымсыз сізді түсініп отырмын көкейіңізден бар мәселе өзгелерде емес менде екен деген ойды оқыдым рас бар мәселе сізде айнала адамдар сізден алғылары келген затын алып болған сіз ғана талап ете алмапсыз сіз өзі нені қалайсыз бұрынғы отбасыңызға қайтқыңыз келе ме жақсылап ойланыңыз,1
 иә мен сол отбасымды тіктегім келеді күйеуіммен табысып бүтін бір шаңырақ болсам деймін,1
 адам  қалауының жемісі сіз шын қаласаңыз бәріне қол жеткізесіз қаласаңыз болды онда былай етейік отбасын құраушы екі әлемді еркек пен әйел деп алсақ олардың біреуін марс біреуін венера ғаламшары деп алсақ сол екеуінің негізгі жаратылыстағы табиғатын түсініп алайық біздің қоғам  осыны ұмытқан қоғам бүкіл зейініңізді салып мені тыңдаңыз,1
адам ата мен хауа ана жұмақтан аластатылып күнәға батқан сол бір заманнан бері мені адастырған сенсің деген ой еркектің бейсаналы бір тетігінде қалып қойған ал әйел өзінің таңдау еркіндігі дегенді тек өз қалауы өз нәпсісі екенін ұқпайтын хәлде қалып қойған мейлі делік сонымен еркектің табиғаты қандай еркектің болмысын сіз әуелі әкеңіз арқылы қабылдағансыз әкеңіз немесе ағаңыз сіздің көзқарасыңызда мінсіз жандар болса күйеуіңізден де сондай кеп көргіңіз келеді де тұрады яғни іштей салыстыру ойыны жүріп жатады,1
 анам әкемді үнемі жерлеп отыратын ол көп ішетін болды,1
 солай қадірсіз әкені көріп өскен қыз күйеуін де қадірлей алмайды мен мұнымен бар кінәрат сізде деп отырғаным жоқ мәселе мынада ерлізайыптылар бірбірінен мыңмиллион шақырым жерде жүріп те бірбірінің ойын түйсігін оқи алатын энергиялық қуатқа ие яғни екеуіңізді азғырған шайтан  біреу ғана сол бір мызғымас шайтан екі адамның ортасын үнемі бұзғысы кеп ақпарат тасиды да отырады сіз үйде отырып алып күйеуіңіздің ожар мінезін бастан өткерген жағымсыз оқиғаларды еске түсіріп кіжініп кектеніп ашуланып отырсаңыз бұл ақпарат еріңізге бейсаналы түрде жетіп отырады ол бейсаналы түрде үйге осы ақпаратты миына жүктеп келеді де сіздің қарсы алған түріңізден сөзіңізден дереу жаңағы жасырын ақпаратты өзіне бекіте түседі ә десеңіз ол мә дейді,1
айтпағым мынау жарастық әуелі еріңізге күйеуім деп емес ол да адам баласы деп ол да әлдекімнің үкілеген үміті еді деп оны да басқа тараптан түсінуге сосын кешіруге тырысудан басталмақ іштей әуелі құдайдан сосын күйеуіңізден кешірім сұрап сырласыңыз әрбір ситуацияны бастан өткеріп тек қана өзіңіздің қателігіңізді көре біліңіз әрбір ситуацияға қайта оралмайтындай желге лақтырып кешіре біліңіз ол сіздің энергияңызды міндетті түрде сезінеді періштелер бұл ғаламда не істеп жүр деп ойлайсыз,1
 періштелер,1
 періштелер бүкіл жақсы ойыңызды құдайға сосын күйеуіңізге жеткізеді жеткізеді деу  шартты ұғым құдай тағала саған қан тамырыңнан да жақынмын дейді ғой  берген жанарға таяп келіп шөкелеп отырды да қолынан ұстады,1
 сіз өте жақсы адамсыз жаныңызға батқан дерттен жараланып кезінде оны емдей алмай жылы жауып тастағансыз оны аршып алыңыз құдай тағала сұрасаң  берем дейді сізді құшақтасам бола ма,1
 әрине,1
 ініңіздей құшақтаңыз жанар бүгінге осы жетер сіз бақытқа махаббатқа лайықты әйелсіз еңсеңізді көтеріп жүріңіз бәрі жақсылыққа  берген жылы жымиып аялы көздерін жасырып әкетті,1
бидай өңді келіншек көзі қызарып кабинеттен шыққанда ақнұрдың да көңілі алатолқынданып жанары еріксіз жасаураған терезенің ар жағына мұңайып қараған бергенге бұл жабырқап камераның бер жағынан қарады әлем классикасынан мұңды әуен естілді,1
маңдайшадағы жел уілін қақсатып кеуделі қарны қампиған ерні дүрдиген қолындағы кілтін тоқтаусыз айналдырған елуге таяу ел ағасы қапылып кірді ол ақнұрдың бетіне ежірейіп бір қарап бергеннің үстіне кіріп барды,1
 ассалаумағалейкум ағасы,1
 тіл мен жағыңа сүйеніп отырмысың қашан төлейсің,1
 ағасы міндетті түрде төлеймін,1
 сені тегін отырғызып қарап отырам ба тағы қанша күтем,1
 бес күн бес күн ішінде жұмысымыз ілгері басып қолымызға ақша түседі,1
 осылай деп ана аптада айтып ең,1
дәу қара бергеннің жағасын бір қолымен сығымдап бетіне тақады,1
 бес күннен соң да осы әңгімеңді айтар болсаң дүниемүлкіңсіз тырдай жалаңаш қуып шығамын берген жүйкеме тиме,1
есікті тарс еткізіп теуіп ашып шығып кеткен ақнұр жұмысының алғашқы күніақ мұндай сәтсіз көрініске куә болғанына қынжылып тұрды мына кісіге жалданып бекер қылдымау деген өкініш те қылаң берді,1
 саған мұның еш қатысы жоқ  деді жалт етіп кабинетінен шыққан берген алдыңа келген клиенттің тұрқына сөзіне қарап сеанстың бағасын үстемелей бер керек адам ақшаның бетіне қарамайды,1
түстен ауып күн төбеден құлаған шақ сыптай боп киінген сары өңді бойшаң жиырма бесотыздар шамасындағы сымбатты жігіт кіріп айналаны барлап қарап қалды,1
 төрлетіңіз,1
 ааааа сізді көрмей қаппын не ғой психолог бар ма,1
 бар,1
 не ғой мен мен кірейін деп едім бір сағаты қанша,1
 үш мың теңге,1
камерадан бәрін көріп отыр бергеннің қабағы ілініп қалғандай шекесіне шығып кетіпті екеуі амансаулықтан кейін үнсіз біраз отырды,1
 неге келгеніңізді айтқыңыз келмей ме,1
сары өңді жігіттің шашы тікірейіп көк көзі сынағандай бергенге қадалып қалған,1
 мен сізге үш мың төледім,1
 иә төлепсіз,1
 енді ары қарай сіздің жұмысыңыз,1
 рас сізді сөйлету менің жұмысым,1
 так сөйлетсеңізші,1
 сізді мазалап жүрген ой қиындық бар ма,1
 жоқ,1
 онда неге келдіңіз,1
 есіктің сыртында әйелім тұр сол алып келген оның айтуынша мен ауру екенмін,1
соған барсаң түзелесің деп екі ай құлақ етімді жеді,1
 ааа сол үшін деңіз не деген ақылды шешім әйелдің көңілі үшін келу деген мейлі екі айдан соң болса да бұл  үлкен ерлік,1
 көтермелемейақ қойыңыз  жігіт сарғыш жүзін тыржитып жаратпай қалды  тек бір сағат отырып көрейінші шынымен емдейсіз бе соны көру үшін келдім,1
 еее сөйдемейсіз бе,1
 сіздің әйеліңіз бар ма,1
 иә бар,1
 осында мылжыңдап отырғаныңызға шыдай ма,1
 бұл  менің кәсібім,1
екеуі шыбынның ызыңын тыңдағандай тағы бес минут үнсіз отырды берген үстелінің үстінен кино көргендей тесіліп қарап отыра берген,1
 үш жаста болуым керек кенет ауыр ышқыныс пен ащы айқайдан көз аштым әкем көрші бөлмеде анамды аяусыз тепкілеп жатыр екен анам басын бұғып қаша берді әкем жұдырығымен төмпештеп аяғымен теуіп тықсыртып барады бірақ мұның бәрін ерекше таңғалыспен бақылап тұрғанымды білем кенет сол тұрысымда өзімнің қайда қай жерде неге тұрғанымды жақсы түсіндім мына өмірдің басаяғын көріп қойғандай мұңға шомдым бұл сурет ғұмырбойы көз алдымда қалып қойды мені селт еткізіп оятқан бұл көріністен кейін мен бақытты боламын деп өзімді сендіре аламын ба,1
 қайдам,1
 иә былықта батпақтан өзгені көрмеген ұрпақ бақытты болады деп кімді сендірмекшісіз кімді сендіргісі келеді менің әйелім сіздің әйеліңіз тек менің күйеуім ғана дертті ауру деп ойлайды шын мәнінде қоғамның өзі түгелімен жынды су жұтқандай ауру,1
 һа сезіп отырмын сіз де аурусыз ауру болмасаңыз отырар ма едіңіз осылай,1
 солай бола тұра неге бірбірімізді түсінбейміз,1
 неге түсінісеміз ғой мысалы әке мен шеше арақты сіміріп темекіні бұрқыратып отырып балаға адалдық сауаттылық тәртіптілік алғырлық туралы лекция оқиды балам оқы ұрлық жасама тонама ішпе жаман ұлдарға қосылма деп ақылы айтады бірақ бала әкесінің айтқанын керісінше жасайды қисынға салсақ баланікі дұрыс бала естігенін емес көргенін жасайды деп аймауытов бір шығармасында айтады ғой қоғамның бетайнасы далбаса клоун да даңғаза фейерверк этель войничтің бөгелегінде цирктегі бүкір болып ойнайтын актердің ішкі дүниесін ақтарғаны қызық жалтжұлт етіп жанар арбаған цирктің тасасында қаншама еленбеген қайғықасірет жатады бетін күлкілі етіп бояған күлегеш әртістің жандүниесінде не болып жатыр ол шын мәнінде сізді күлдіруге шықты ма,1
 демек біз осы қоғамның өкілдері бірбірімізді тілсіз түсінеміз ғой бірақ кейкейде әлдеқалай ұшып кеткіміз келетіні жанымыз шарқ ұрып әлдеқайда кетіп тынғымыз келетіні неден екен,1
 ол рухтың жанышталуынан жер бетінде рухқа орын қалмай бара жатыр,1
 рухыңыз жанышталғанын қалай пайымдадыңыз сізді неге ауруға жорыды ішесіз бе,1
 сіз менен ақша алып отырсыз егер менімен бірге кабакка барып мас болып ішсеңіз бар сырымды айтар ем,1
 рас мен сізбен бірге кабакка бармаймын бара қалсам мені ғана тыңдай алатын адаммен барам,1
 демек мен сізбен тең емеспін сырымды айта алмаймын,1
 бәрібір дұрыс істедіңіз психологқа келу дегенің оның үстіне әйелің сыртта тұрса сізді құттықтаймын адамзатты ілгері сүйреп келесіз,1
екеуі келесі бес минутты тағы үнсіз өткізді,1
 психология не үшін керек неге мұнда бос сөз соғып әркімнің қалтасын қағып отырсыз,1
 заманалар ауысты кезінде бұл даланы би төрелер әулиебақсылар басқарған қоғамда бет ұялатын жүрек кірлететін қиянаттар аз болған бола қалса ел алдында масқаралап бүкіл кінәсін бетіне басып жазалайтын болған алқалы жиындарда ақсақалдардың дастанды дүниетанымдары мақалмәтелге сыйған уағыздары өңге абыржу мен торығуға түсірмей ән мен күйдің қазаққа ғана ұғынықты пәлсапасы тәңірмен тілдестіретін сырластыратын қазаққа өнердің бүкіл тегі құлшылық еді ғой бүгінде осы таққа психологтар отырды әрине психологтар адамның таңдаулысы емес керісінше керауызы болуы мүмкін,1
сары өң көкшіл көз сынаған кейпінен сынған жоқ құдды бір сынақ алып отырғандай міз бақпай бағып отыр берген мына тігіліске қадалысқа лайық жауап іздеп шарқ ұрғандай сыптай сары жігіттің бетіне бір үстеліне бір қарайды,1
 атыңыз кім,1
 айталық зарлық би болсын,1
 ақшаңыз көп пе,1
 жетеді,1
 онда күнде келіңіз ертеңнен бастап күніне екі рет сағатына төрт мыңнан төлеңіз,1
 құп,1
әлі жиырма минут бартын берген терезеден көк тайотадан шыққан қара көзәйнекті әйелді байқады,1
 сіздің әйел ме,1
 біздікі,1
 ер екен не жұмыс істейсіз,1
 күзетшімін,1
 қар жаумай қазан ұрмай солады екен бұлбұлым депті ғой қазақ ғұмыр қысқа жеті рет өлшеп бір рет кесу керек өмір  жұмыс үй ақша бала мансап емес өмір  қалау қалауыңша ғұмыр кешу адам алты жасында өмірден өзіне не керектігін неге қабілеті барын анықтап алады бірақ өсе келе атаананың баулыған өміріне бағынып кете барады бала кезімде түсімде домбыраның үнін еститінмін үнемі күмбірлеген қоңыр домбыраны тартып отырамын өзіме бейтаныс әуендер күйлер ағытылатын күй  тәңір күбірі дегенді естігенім бар еді кейін әкеме бір домбыра сатып алып берші деп жатажастана жалынатын болдым әкем қаласа алып беретін бе еді бәлкім ешқашан ондай артық ақшасы да болмаған шығар бірақ ол сатып алып беремін деп мені үнемі алдайтын күндердің күні ес біліп есейгенде әкемнің ешқашан домбыра сатып алып бермейтінін түсіндім құлағыма құйылған күйлер де есейе келе сап тыйылды кейіннен қолыма қанша домбыра ұстасам да кеудемдегі сол күйлерді таба алмадым сол ноталарды тере алмадым,1
білесіз бе өйткені сол тазалықты  бала жүрегімнің тазалығын қайтара алмайтын едім өсе келе адам сол ғұмырлық армандарын махаббатын қиялын ұмытады сосын неге жүрмін мен мұнда жүрмеуім керек еді ғой бәлкім менің орным мұнан да жақсы жақта болар деп іштей мүжіледі де жүреді адам өзін ішіндегі кішкентай сәбидің тілегін оятса ғұмырының мәнін ұғар еді сол сәбиді тірілтіп келіңізші ертең,1
 қиын тапсырма екен бұған сіздің қатыспайтыныңыз жаман,1
 терлетем әлі бүгінге осы уақыт бітті сау боп тұрыңыз зарлық би ешбір эмоциясын көрсетпей тікірейіп шығып кетті,1
берген арыбері сенделіп аппақ сандал көйлегінің өңірін ағытып алабұртып жақтауға сүйенді камерадан бақылап отырған қыз оған ойланып қарап отырды адам ретінде түсініп бағалағысы келген жігіт деп қабылдапты о баста кірген бойда,1
ер психологтар әйелдерге қарағанда ұстамды сырбаз санаңның түбіңде түтеп жатқан сырыңды бетіңе шығарып лап еткізіп ұятыңды өртеп мысы басып қалайда сенің болмысыңды алақанда ұстар еді әйелдің еркек алдындағы өліспей беріспейтін парызы бардай неге өне бойы қымсына береді бұл екі тарап қашан бітімге келеді келмейді біреуі марстан һәм біреуі венерадан болса,1
берген отыра қап пернетақтаны тарсылдатып жаза бастады ақнұр да телефонын шұқып ысқырынған хаттармен алысты кешкі екінтінің сәті түскен ақнұр тықыршып үйге қайтқысы келді алғашқы күннің жүгі ауыр болғандай жиналып кетпек болды берген осыны білгендей кабинетінен шығып,1
 алакеуімнен атқа қонатындар бар күт қазір бір әйел келуі керек  деді қыздың бетәлпетіне сұқтанып қарап тұрып  ақнұр биге қалайсыз  деді сосын,1
қапелімде қыздың аузына сөз түспей ішінен ыстық толқын лап көтерілген,1
 оны қайтесіз,1
 мен жақсы билеймін хореографияға қатысқам,1
 мен билей алмаймын,1
 сонда да сіз маған серік болмасаңыз болмайтын түрі бар көңілді сергіткенге жақсы бұл,1
ол бұрылып кетіп тосын екпінді әуеннің даусын зорайтып қайтып келді ақнұрға қолын ұсынды бергеннің қылығын қалай тыйып тастарын білмей іштей булыққанмен бетін қайтара алмады,1
берген шыр көбелек айналдырып ұшыртып жөнелді ақнұр мына шәлкемшалыс қимылға бойын үйрете алмай босаңсып қалды берген белінен қолын босатып айналдырып кеп жібереді кейде жерге тастап жіберердей шалқайтып сосын шалт қимылмен көтеріп шыр үйіріп әкетеді,1
жігіт қолынан тараған қызу тұла бойын елітіп еркінен тыс биге берілтті әуен біте бергенде ақнұр оны кеудесінен кері итергендей болып қарулы қолдардан сытылып шықты,1
берген жеңіл жымиды,1
 жақсы биледің әлі үйреніп кетесің,1
 үйренуге тұрмайтын би үйге қайтсам бола ма берген аға,1
жігіт жауап бермес бұрын бұған бір шекелей сынай және онысын жасырмай күлімсіреп қарап тұра берді,1
 ешқашан сыр берме сен психологсың психологтар бір мезетте бірнеше қабат бояуды көре алады бір мезетте бірнеше сезімді апашқұпаш сезінуі тиіс сағатына көз тастады  қазір келеді алабұртып асығыс бір әйел сен сосын көзбен тыңдағанды қой қандай да ситуацияны түртіп отыр әрбір кейіпкердің күнделікті сауалын түртіп қой жауап тапқанын тағы түрт,1
сыңғыр етіп ашылған есіктен жүзі дөңгелек ажары аппақ шашын түйген үстіне қызыл гүлді ақ көйлек киген әдемі әйел кірді екеуіне кезеккезек қарап амандасты да бергеннің артынан ілесіп кабинетке енді,1
 жағдайыңыз жақсы ма,1
 ой несін айтасыз бүкіл шашым түсіп қалатын шығар деп жүрмін,1
 жұпар сізді жалықпай тыңдауға бармын айта беріңіз,1
 білмеймін енді не боларын ол күнде әр түрлі қылық көрсетеді кеше қол көтермекші болды екі кештің арасында қайда жүрсің деп дүрсе қоя берді мені кімнен неден қызғанатынын білмеймін сорлының өзі ана әйелін үндемесем бір күні қасыма алып келетін шығар өзі соны қалайтын сияқты неге кетіп қалмайтынын тағы түсінбеймін менің өз иелігінен шығып қалғанымды түсінгісі келмейді жынданатын шығармын,1
 сіз қазір отыз жеті жастасыз бұл үшінші мүшел әр адамның өмірінде осылай бір соғып өтетін дауыл болады дауылдан аман өту де соның ығына жығылуда сіздің қолыңызда сізге білесіз бе дәл қазір тыныштық керек осы ойлардың ешбірін қорыта алмасаңыз құдай үшін сізге пана бола алатын адамға  анаңызға бауырларыңызға кетіп қалыңыз мұның бәрі  өткінші дүние тек сіз мәселені әбден жүйкеңіз жұқарған тұста сіңіре алмай тұрсыз яғни өте қауіпті зонада тұрсыз жұпар ойланбаңызшы көп,1
 мен қалай қайда кетем балалардың бәрін алып кетейін десем ол бермейді не ажырасуға көнбейді көңілім сондай суып кетті бетіне қарағым келмейді бетіне қарасам жиіркенішті құбыжық көргендей күй кешемін кейде мені сүймейсің деп те ұрады бұл күйге түскеніме қанша жыл неке түніндеақ қол жұмсаған адамнан мен не күтемін,1
 сіз бірнәрсені қабылдағыңыз һәм түсінгіңіз келмейді жұбайлық өмірде махаббаттың өшпейтін махаббаттың тұнығы маңызды емес отбасылық өмір  базар секілді алысберіс бақытты қолдан жасайтын жасампаз құбыл мінез рас ол сізді алғашқы түндеақ сіздің сезіміңізді астакестең етіп дөрекілік көрсеткен ол сіздің өзін сүймейтініне жаны күйеді сіз қаншама жыл іштегі кекті қабаттап жинап келіп ол әбден асқынғанда барып бәрін бірден шешпекші болып тұрсыз о баста оны сол табиғатымен сол барымен қабылдап солай жақсы көруіңіз тиіс еді білем жақсы көру оңай емес бірақ ойлаңызшы дәл қазір қаласаңыз мені де жақсы көре аласыз ғой алдыңызда отырған студентті де ол ожар болсын оспадар болсын оңбаған болсын өзіңіз үшін һәм ол үшін бағасын қойып жібере саласыз сол сияқты құдай тағала сізге садақаға бес тиын тастапты бәлкім сіз он тиын шығарсыз сізге енді ғұмырбойы бес тиынды жүз теңге қыл деп тапсырма берілген болса ше өмірдің өзі әрбір адам үшін миссия емес пе адам серігімен баласымен досымен атаанасымен бауырымен көршісімен де сыналады сол үшін жауап береді бұл сіз үшін де сынақ қой және сіздің деңгейіңіз көтере алатын сынақ құдай тағала әйелге қырық шырақ жағып берген қырық шырақтан қырық мың шырақ жағам десеңіз де қолыңызда һәм құдай тағаланың бұйрығына дауыңыз бар ма сізді ол кісімен ешкім қосқан жоқты құдай қосты біліп қосты ол мені сыйлай алмайды ол өзінен басқа ешкімді ойламайды ол қол көтереді ол жиіркенішті одан безіп кеттім дегеніңізбен өмірлік бір факт  одан төрт балаңыз бар ол балалардың әкесі  сол күйеуіңіз күйеуіңізден артық балаларға ешкім әке бола алмайды сол үшін бітімге келіңіз жеңіңіз өзіңізді кешіріңіз оны әйел адам табиғатында әртіс әртіс болыңыз сүйіңіз дос болыңыз мейлі оның екіншісі болсын оны қабылдаңыз бұдан қашып құтыла алмайсыз қабылдаңыз да еркіне қойыңыз өзі ұялатындай болсын ұяты болмаса қоя салыңыз құдай тағала сізді бәрібір бұл үшін марапаттайды қазақ бірінші бақ  бақ екінші бақ  бейбақ деген өмір  кинодағыдай болмаса ертегідегідей емес олар ұзақ та бақытты ғұмыр кешіпті деген сөйлем  жасанды сөйлем өнер ойлап тапқан сөз өнер әуелден өмір үшін жаралған еді бірақ өнерді өмір жирентті сіз өзіңіз мысалы жазушы болар едіңіз о баста жазғансыз бірақ жазудан айырылғалы түріңіз осы өмірді жүрегіңізбен қабылдап қойыпсыз өмір  иллюзия өмір  режиссер белгілеген сценарий режиссер талғамындағы сахна өмір жоқ уақыт та жоқ сіз де жоқсыз,1
жұпардың қапқара көздеріне жас айналды,1
қалбалақтап қар төгілген толарсақтан қарға бөккен кеңістік айнала аппақ кеңістік айқайласаң да айқайламасаң да өзіне жұтатын кеңістік қайда безсең де көпсіген көбік қар жата қалып жер бауырлап жылайсың ешкім естімейді жаратқан болса сол ғана естір қалғанның бәрі жырақта сен ғана еститін өзің ғана шыңғырып айтатын шындығың мойындауыңа мәжбүрлейтін кеңістік мойындайсың мен сүйгім келмейді оны сүйгім келмейді оны кешіргім келмейді мен оны жек көрем деп мойындайсың бірақ құдай тағаламен жападан жалғыз бетпебет келіп отырғаныңды түсінесің де шарасыз төмекшіктейсің кешірші мені неге кешірмейсің мен не істедім айтшы осы бір көрінші маған бір рет бар екеніңді білейін көрінші маған не істеп қойдым не кінәм бар құдайым бар болсаң айтшы өзің сен әділеттісің бе әділетті болсаң айтшы өмір неге әділетсіз әйтпесе осы негелеуге әкелдің бе бізді айтшы айтшы,1
уақыт деген ұғым жоқ күннің айналып шөккенін уақыт дейді болмыста уақыт тіпті жоқ тек өткенді өткен кеткенді біткен деп білетін сана бар бүкіл адамзат отыз үш жаста қияметқайымда қайта оянады отыз үш жасындағы түрімен,1
берген оянып жаны жараланғандай әлдәрмені таусылғандай ауыр ыңырсыды,1
ақнұр кабинетке сыбдырсыз кіріп бұрыштағы орнатпалы бөшкеден су алып берді,1
 ішіңіз,1
 ол кетіп қалды ма,1
 бағана кеткен,1
 жылауын тыйды ма,1
 тыйған,1
күтпеген жерден есік тарс етіп ашылып екі иығына екі кісі мінгендей еңгезердей қара кісі кіріп келді  ей сенбісің жұпармен күнде кездесіп жүрген тұмсығыңды бет қылайын ба  хәлсіз отырған бергенді жұлқып қалып жұдырықпен жақтан қойып жіберген оңбай тиген соққыдан берген естүссіз құлады  шшсссс енді көрейін осы жерде оны қабылдағаныңды көзіңді құртам мені білмейді екенсің сен о қатыннан не табайын деп едің ол  менің қатыным сен мына жәлептеріңді қатырып ал сүмелек еркек болғаныңа түкірдім,1
үстелді шартшұрт періпперіп жіберіп шығып жүре берді ақнұр жүгіріп барып ессіз жатқан бергеннің жүзіне су бүркіді берген көзін сығырайтып ашып бұған қарап әлсіз жымиды,1
күн,1
алматының көкшағыл тусыраған аспаны біразға дейін ұйықтамады таң тез білінді де қарасайрауық сарнады ақ көрпемен алысып көрер таңды көзімен атырған алғашқы күннің суреті таптұйнақтай өтіп жатты көз алдынан бөтен бөгде әлемге түсіп қалғандай,1
мына берген біртүрлі өзі ойлары сабақталмай түсініксіз кеп жанын буды іштегі қызу ыпыстық дем болып аузынан шықты барайын ба бармайын ба жұмыс табылар несіне жаны қиналып кеңсесінің жалдама ақшасын төлей алмай қылпылдап жүрген адамға жалдануым керек өңшең жыларман әйелдерді баурап алуы да бір қызық кез келгенін тыңдата алады кез келгенін тыңдай алады өзі жындысүрей сияқты,1
десе де барайын деп шешті барғысы келді адамша жаны ашып көмектескісі келді жаны құлазыған адамдай жапанда қалған жалғыз ағаштай көрінді берген барып басын сүйегісі келді жанын түсінгісі келді,1
кеңсенің іші сапсалқын жаңа ғана жуылған болуы керек едені дымқылдана жылтырап жатыр төргі бөлмеден көңілді шырқалған ән естілді тықырсыз таяп келіп есіктен сығалаған берген өте бір көңілді әуеннің ырғағымен қолындағы қызыл шүберегін басынан асыра сілтеп әлдекіммен билеп жүргендей айналшықтайды бұл аңтарылып қарап есікті итеріп жібергенін байқамады берген табалдырықтан ақнұрды көріп қолындағы шүберегін үстелге тастай сала күлімсіреп амандасты да әуеннің даусын басып қойды,1
 қашан келдің,1
 жаңа осы кешіріңіз байқамай ашылып кетті есік еден жуушы бар ма еді бізде,1
 жоқ еден жуушы жоқ әйелім келіп жуып кетті иә іске кірісейік қазір топырлап адамдар келеді,1
үстіне ұсақ қызыл гүл мен жасыл жапырақты шашып тастаған жеңсіз ақкөйлек ақнұрдың тұлабойымен құйылып жаздың жұпар самалын алып кіргендей болды ақнұр көзден ғайып болғанша берген көз алмай қадалған қыз есікті қос қолдап жаба беріп өзіне қадалған назардан тайсалып қалды ту сыртынан екі көз еріп келе жатқандай тұла бойы тітіркеніп кетті қадамын ауыр алып үстеліне әрең жетті сол сұқтанған жанардың оты жүрегіне түсіп тынысын тарылтқандай болды,1
абырой болғанда сыңғырласып жамырасып қоя беретін шыны ілмектер әлдекімнің келгенін ескертті жанар екен ол жеңіл жымиып бес мыңдықты үстелге қойды да бергенге кіріп кетті,1
 білесіз бе сізбен кешегі сұхбаттан кейін көп ойландым күйеуіммен ортадағы араздыққа себеп болған барша жәйттерді ойша кешірдім алғашқы араздық  тойға көйлек алғанымда туындаған екен оны мен қоярдақоймай сатып алдырдым да тойдан кейін оған айтпай сатып жіберген едім сонда ол мұны біліп қалып алғаш ренжіген еді бірақ оған бұл ойды шешесі айтса керек ол менің сатқанымды әйтпесе қайдан біледі шешесі бір күні келіп үйге қонып көйлектің жоқ екенін байқап кеткен міне содан кейін ол барша сырларын менімен емес шешесімен бөлісіп жүрсе керек үйге кешкісін шаршап келгенімде біреу оның аузына сөз салып қойғандай дүңк еткізіп қойып қалатын бәлкім менің жазығым бар шығар мен оны сүюден гөрі оның маған ғана назар аударып еркелетуін мені аялауын күтетін едім әлдебір нәрсе жасай қойса рақмет айтудың орнына кемшілігін айтып неге бүйте салмадың неге мынаны алдың деп жержебіріне жетемін ойласам оның жұмыссыз болып үйде отыруында да менің кінәм бар екен,1
 рас әйелдер қашанда махаббатты жалпы қамқорлықты ер адамнан күтеді бірақ қазақ күйеуің  бірінші балаң деп дөп басқан ғой ер адам өмірбойы балаң қалпымен ғұмыр кешеді ер адамдардың табиғаты сіз ойлағаннан да қарапайым ер адамның ымжымын түсіну мінезіндегі құбылыстарды байқау  бас қатырмайтын нәрселер оның не үшін ренжігенін алты қырдың астында отырып та түсінуге болады,1
ал сіздерді әйелдерді ешқашан томтом кітаппен зерттеп тастасаң да түбіне жетіп түсіне алмайсың сіздер құбылмалы кемпірқосақтай әр жағдайда әр сөзді әр қимылды түрліше қабылдай бересіздер мысалы сіздің еріңізге жай кино көріп отырғанда арқасын сипау құшақтап отыру секілді қылықтар ұнаса демек оған бұл қимылдар өмірбойы ұнай береді деген сөз,1
ал сізге ұнаған бір қылық мәселен еріңіз кино көріп отырып омырауыңызды ұстағысы келді немесе шашыңыздан иіскегісі келді сол сәтте бұл сізге ұнаған бірақ келесіде не болды қолыңды алшы әрі отыршы деп жиырыла қаласыз еркек кәдімгі күнделікті тірлігінен оғаштық көрмейтін еркек бұған не боп қалды деп сізге негізі не керек екенін түсінбей дал болады,1
әйел еркектен талап ететін бірінші фактор  внимание яғни назар назардың ішіне сіздерше бүкіл махаббатың нұсқаулығы кіреді яғни қашанда байланыста жүріп хәлін сұрап тұру үйге уақытында келу айтқан нәрсені уақытында орындау таза жүріптұру артық қаңғып кетпеу отбасыдан бөлек ештеңеге беріліп алаңдамау отбасын балаларын үнемі ойлау еркелету ауыра қалса тамағын суын беріп қасында отыру барлық жағынан қамтамасыз ету төсекте құмарыңды қандыру және тағы да басқалары толып жатыр,1
