context1	context2	label
<word>Қоңырат</word> тайпасының Божбан руынан шыққан . 1980 жылы 4 сәуірде Түркістан қаласында дүниеге келген . 2000 жылдың 31 желтоқсаны күні , жаңа жылға санаулы минуттар қалғанда , Шымкент қаласы жанындағы Темірлан бекеті маңында автокөлік апатынан қаза болды .	Yesukhei 's clan was Borjigin ( Боржигин ) , and Hoelun was from the Olkhunut sub-lineage of the  <word>Khongirad</word> tribe . Like other tribes , they were nomad s. Temüjin 's noble background made it easier for him to solicit help from and eventually consolidate the other Mongol tribes .	T
Интроекция - жандандыру , сезім беру , Авенариус бойынша интроекция индивид тің сана сына ерекше рухани бейнені  <word>идеал</word> дылықты « күштеп енгізу ». Осыдан Авенариустың пікірінше эмпириялық дүниенің бірлігі бұзылады . Яғни сыртқы және ішкі , объект және субъект деп айырылады .	Hegel 's historicism could be read to affirm the historical inevitability of modern institutions ; a nation was an  <word>Ideal</word> , existing in Hegelian idealism above and about the people who constituted it .	T
Қазақстан да Жетісу ( Жоңғар ), Іле , Күнгей Алатау ларында ,  <word>Алтай</word> және Тарбағатай тауларында өсетін 2 түрі бар : кәдімгі Жұпарбас ( A . odoratum ) – биіктігі 10 – 50 см және альпілік Жұпарбас ( A . alpіnum ) – биіктігі 7 – 30 см .	The Maads travelled to the area of the Khemchik and Ulug-Khem next to the lands of the Altan-Khan near the lake Uvs Nuur . The ambassadors also described the Sayan raising reindeer with the Tochi ( Todzhi ) from the Sayan to the  <word>Altai</word> mountain ranges . The descendants of the Ak-Sayan and Kara-Sayan live mostly around Tere-Khol rayon .	T
Платон оны бақсылардың ұстазы деп санаса , Заратуштраны зерттеуші орыс ғалымы Л . А . Лелеков : “  <word>Гректер</word> өз жүйелерінің Заратуштрадан бастау алатынын мақтан еткен . Пифагордың өзі тағылар пайғамбарының шәкірті деп жарияланды ”, – дейді .	At the time of the 2011 Census , Mikelrypsh had a population of 326 . Of these , 94.5 % were Armenians , 2.1 % Russians , 1.5 % Georgians , 0.9 % Abkhaz , 0.6 % Ukrainians and 0.3 %  <word>Greeks</word> .	T
Кейін " Целинник " ( 1980 ), " Уралец " ( 1981 ), " Жетісу " ( 1982 - 1984 ), " Спартак " ( 1985 , 1990 - 91 ), " Восток " ( 1987 - 90 ), "" Нурафшон " ( Бұхара ), "  <word>Достық</word> " ( 1993 ), " Көкшетау " ( 1996 ) клубтарында ойнады .	Metallist , Arman and CSKA Almaty were all relegated to the Kazakhstan First Division at the end of last season . Karachaganak , Namys Almaty , Dinamo Almaty ,  <word>Dostyk</word> and Metallist were all promoted to the Kazakhstan Premier League for the first time .	T
Осыған байланысты цитоплазма лық тұқымқуалаушылық жайлы ілім қалыптасты . Тұқымқуалаушылық материалының сақталуы , екі еселенуі және ұрпақтан ұрпаққа берілуі нуклеин қышқылдарына (  <word>ДНҚ</word> және РНҚ ) байланысты болады . Тұқымқуалаушылық жасушада жүретін репликация ( генетик .	On May 30 , 2003 a man believed to be Stanley Mathenge , living in Ethiopia , was invited to Kenya by president Mwai Kibaki and was given a hero 's welcome by the state . It was soon revealed that the man was Ato Lemma Ayanu , who himself denied being Mathenge . A  <word>DNA</word> test published four years later proved he was not Mathenge .	T
Аудан жерімен Жақсы Қарғалы , Ор , Қызылқайың , Ойсылқара , Ақтасты , Дүбір , Сармырза , Қарабұтақ , Тамды , т . б . өзендер ағады . Ор , Жақсы Қарғалы өзендерінде шағын бөгендер салынған . Өзендері түгелдей дерлік  <word>Жайық</word> және Елек өзендерінің саласы саналады .	Beloribitsa used to inhabit particularly the Volga ,  <word>Ural</word> and Terek rivers , and migrate up to upstream from the Caspian to their spawning grounds in the spring . Following the construction of dams and hydropower reservoirs , the migration and natural reproduction has been impeded , and the taxon is now considered as extinct in the wild by the IUCN .	T
Қазіргі цикл , Адам ( ғ . с .) заманынан бері жеті дәуір ге немесе аптаның жеті  <word>тәулігіне</word> параллелденген дәуірлерге бөлінеді . Әр тәулік күндізгі және түнгі мезгілдерден тұратыны сияқты , әр дәуірдің жарыққа ( нұрға ) бөленген кезеңі мен түнек басқан ( қараңғылық , надандылық жайлаған ) кезеңі болады .	Vasilisa asked about the riders ' identities and was told that the white one was  <word>Day</word> , the red one the Sun , and the black one Night . But when Vasilisa thought of asking about the disembodied hands , the doll quivered in her pocket .	T
Оған Торғай , Ақмола ,  <word>Семей</word> , Жетісу , Орал облыстарынан және Бөкей ордасы нан тоғыз адам қатысты . Қазақстан нан қатысушы өкілдер қазақтың Сібір автономиясы на уақытша турде кіргісі келетіндігін айтты .	To draft Regulation governing the Kazakh steppe the Government of the Russian Empire formed Steppe Commission in 1865 . On 21 October 1868 , Tsar Alexander II signed a draft Regulation on governing Turgay , Ural , Akmolinsk and  <word>Semipalatinsk</word> oblasts . In 1869 , Akmolinsk external district and department were cancelled , and Akmolinsk became a center of newly established Akmolinsk Oblast .	T
Футболдан клубтар арасындағы 2015 жылғы әлем біріншілігінің финалы 20 желтоқсан күні Иокогамадағы ( Жапония ) Халықаралық стадионда өтіп , " Барселона " ( Испания ) 3 : 0 есебімен " Ривер Плейт ті " (  <word>Аргентина</word> ) ұтты .	At the Latin Grammy Awards , it was nominated for both Best Folk Album and Best Producer . Contributions from Cape Verde an singer Tito Paris ,  <word>Argentine</word> guitarist Dominic Miller , and Spanish singer Concha Buika give `` Terra '' a jazz , African , and Latin influence . Also included at the end of the album is a cover of Charlie Chaplin 's famous ballad , `` Smile `` .	T
- деп сұрады . Аллаһ Тағала : " Бұл сенің ұрпағыңның ішіндегі соңғы халықтардан ( шығатын ) бір кісі . Оның есімі -  <word>Дәуіт</word> ", - деді . Адам ( ғ . с ) : " Оған қанша өмір бердің ?" - деді .	Exceptions are that thrips ( Thysanoptera ) ,  <word>mantis</word> es ( Mantodea ) and Orthoptera were included in the Hemiptera , dragonflies ( Odonata ) were included in the Neuroptera , and the section called `` Aptera '' contains crustacean s rather than insects in the modern sense .	T
Футболдан Қазақстан Кубогының финалы 2016 — Футболдан Қазақстан кубогының 2016 жылғы жеңімпазын анықтайтын матч . 2016 жылы 19 қараша күні Алматыдағы Орталық стадион да өтіп , "  <word>Астана</word> " 1 : 0 есебімен " Қайратты " ұтты . Бұл — Алматыда өткен 14 - ші финал .	Idrissi 's goal , assisted by Stijn Wuytens , came in the 86th minute and won the match for AZ . He scored his first goal in the Europa League during a 6–0 rout against  <word>Astana</word> .	T
Әскерлерді жабдықтаудың тылдық міндеті : материалдық , керек жарақтың қабылдануын , есепке алынуын , берілуін және ұзақ уақыт сақталуын қамтамасыз етеді ; жауынгерлердің тамақтануын , сарбаз дардың , сержант тардың және  <word>офицер</word> лердің күнделікті шаруашылыққа керекті заттармен қамтамасыз етілуін ұйымдастырады ; әскери жабдықтар мен ақшалай қаражаттың жұмсалуына бақылау жасайды .	80 Squadron RAF , flying Hawker Hurricane s over North Africa .  <word>Commissioned</word> as a pilot officer on 15 March 1942 , Foskett was further promoted to acting flight lieutenant in July and appointed a flight commander of the squadron the following month .	T
Халықаралық байланыстың даму жағдайында  <word>стандарт</word> тау саласындағы жұмыстарды тек қана бір ел шеңберінде жүргізу мүмкін емес . Барлық елдердің арасында сауда , экономика лық , ғылыми - техникалық ынтымақтастығын құру үшін халықаралық стандарттаудың маңызы өте зор .	After a specified time , the material is sieved and the sieved material weighed to measure the proportion of material which has been reduced to below a certain size ( referred to as 'fines ' ) . The specifics of the test are defined by various  <word>standards</word> as applicable to the purpose in question , such as those defined by ASTM .	T
Футболдан КСРО чемпионатының туған күні ретінде 22 мамыр тойланды . 1936 жылы осы күні турнирдің ең алғашқы матчы ойналып , Ленинградтың " Динамо " және Мәскеудің "  <word>Локомотив</word> " клубтары кездесті . Бұл ойында 3 : 1 есебімен лениградтықтар жеңіске жетті .	He was voted Lokomotiv-2 player of the year in 2009 . On 5 February 2010 , Krivoruchko was promoted to the main team of  <word>Lokomotiv</word> . On 21 December 2010 , he left the club .	T
Өзінің дебюттік маусымында Голландия чемпионаты нда Алдервейрелд 5 матч өткізеді , маусым соңында « Аякс » чемпионатта үшінші орын алады . 2009 жыл дың 22 шілде сінде ол «  <word>Аякспен»</word> келісім шартын 2014 жыл дың 30 маусым ына дейін ұзартады .	In the second , the Saints won by a single first-half goal from Jason Puncheon . Back in England , St Mary 's hosted Dutch champions  <word>Ajax</word> on 28 July , with the visitors securing a 1–0 win with a second half goal from winger Aras Özbiliz . On 4 August recently relegated Wolverhampton Wanderers travelled to face Southampton , with the home side winning 2–0 thanks to goals from Billy Sharp and midfielder Jason Puncheon .	T
Өсімдік жамылғысы шетен , жыңғыл , галофиттерден тұрады . Жазықта Сауд Арабиясы ның Асир атты ұлттық саябағының бір бөлігі орналасқан . Қрі порттары : Джидда ( Сауд Арабиясы ), Ходейда ,  <word>Аден</word> ( Йемен ).	Meanwhile , insurgents continued their attacks across the country , as an army checkpoint near  <word>Aden</word> was assaulted by a group of armed men in pickup trucks . In the ensuing gunbattle at least eight attackers and four Yemeni soldier were killed , while three al-Qaida fighters and one security force member were wounded .	T
Ол арқылы Күн мен  <word>Ай</word> , Күн жүйесі ндегі кіші планета лар мен метеорлық заттар , жасанды аспан денелері , галактикалардың құрылымдары мен динамикасы , жұлдызаралық орта , жарық және көмескі диффузиялық тұмандықтар мен оларға қатысты жұлдыз дар т . б .	As fireworks explode around Lady Liberty , the race heads towards the Empire State Building where a giant Hashtag the Panda , trying to flick off planes , grabs the audience and shoots them straight to the  <word>moon</word> .	T
м³ . Бөгеннен Фурманов және Тайпақ каналдары , Фурманов ауыз су құбыры басталады . Жаңақала , Ақжайық , Казталов аудандарының жайылымын суландырады , қалған суын іргесіндегі Жамбыл , Бітік ,  <word>Бұлан</word> , т . б . елді мекендері пайдаланады .	Other fauna reported in the moor area includes wild boar s , otter s , and fox es .  <word>Moose</word> , beaver s , wild horse s and Heck cattle were proposed to be introduced in the protected zones .	T
Жанартау қарқындылығы көбінесе қазіргі Кариб теңізі нде болған . Атмосфераға көмір қышқылды газ көп мөлшерімен түскен , ал оттегі азайып әкті қабықшасы бар фораменифера деген бір жасушалы жәндіктер жаппай қырылған . Бұлардың сүлделері  <word>бор</word> болып жетілді .	To the north-east of the town is Culver Down , a  <word>chalk</word> down accessible to the public , mostly owned and managed by the National Trust . It supports typical chalk downland wildlife , and seabirds and birds of prey which nest on the adjoining cliffs .	T
Зиянды болу қаупі бар рентген дік және  <word>гамма-сәулелер</word> ді пайдаланбай - ақ магниттік - резонанстың көмегімен алынған құрылымдық және биохимия лық ақпарат медицина лық патологияларға диагноз қоюда құндылығы өте жоғары . Бұл технология ісіктерді анықтау және таратпау үшін , жұмсақ ұлпалардан тұратын мидың , жүректің және басқа ағзалардың суретін түсіру үшін баға жетпес құрал .	Calculations of the  <word>γ</word> radiation dose accumulated by the seeds since burial gave a reading of 0.07 k Gy , the highest maximal dose recorded for seeds that have remained viable .	T
Мұражай қорында оның облысы бөлімшелеріндегі ( Исатай ,  <word>Құрманғазы</word> , Қызылқоға , Индер аудандары орталықтары мен Сарайшық кентіндегі ) тарихи - мәдени мұраны қосып есептегенде 30000 - нан астам материалдық - рухани ескерткіштер бар . Мұражай экспонаттары палеолит дәуірінен қазіргі заманға дейінгі Атырау өңірінің бай тарихын қамтиды .	Turan Ensemble ( also named Тұран , or Turan Ethno Folk Band ) is a Kazakh folk music band , which was created in 2008 by several students of Kazakh National Conservatory named after  <word>Kurmangazy</word> .	T
Бұл нормалар 1998 жылға дейін тұрақты болды және заңи тұлғалардың еңбекке ақы төлеу қорының 30 %- ын құрады . Заңи тұлға құрмай  <word>кәсіпкерлік</word> қызметпен айналысатын жеке тұлғалар ай сайын әрбір жұмыскерге келетін бір айлық есептік көрсеткіштің мөлшерінде төлеп отырды .	The nominations and winners of the awards are selected by a panel of judges consisting of Indonesian film critics and filmmakers , including directors , actors , and actresses .  <word>Founder</word> of the festival is Hafiz Husni and the Program Director is Rangga Wisesa , as well as Public Relations .	T
Киниктер Антисфен ізбасарлары , ежелгі грек философия мектебінің өкілдері . Белгілі өкілі Синоп тан шыққан - Синоптық Диоген Киниктер құлиеленуші қоғам ның  <word>демократия</word> лық жақтарының көңіл күйін көрсетуші . Бақыт ты және мейірімділік ті олар қоғамдық нормаға қарсылық деп білді , байлық тан , атақ тан , барлық сезімдік қанағаттан , бас тартып тәуелсіз , еркін өмірді насихаттады .	The  <word>democrats</word> , led by Philocharis or Ainesias , were dominant ; they were against Rome , because they knew that if the Romans entered Taranto , the Greeks would have lost their independence .	T
УЕФА Суперкубогы 2006 — УЕФА Чемпиондар Лигасының 2006 жылғы жеңімпазы "  <word>Барселона</word> " мен УЕФА кубогының 2006 жылғы жеңімпазы " Севильяның " арасында 25 тамыз күні Монакодағы " Луи ІІ " стадионында өткен матч .	On 13 September 2014 , four days before the historical UEFA Champions League match against  <word>Barcelona</word> at Camp Nou , APOEL struggled to pick up a 1–0 win at home over Ermis Aradippou .	T
Бастапқы қабаттық қысым 2 - 29 , 2 МПа . Өнімді қиманың төменгі бөліктеріндегі хлоркальцийлі қабат суларының минералдары 150 - 230 г / л және ол йод қа , бром ға ,  <word>бор</word> ға бай ; апт жікқабаты және баррем қабаттарында олардың құрамы гидрокарбонатты - натрийлі және сульфатты - натрийлі .	Boron triiodide is a chemical compound of  <word>boron</word> and iodine with chemical formula BI . It has a trigonal planar molecular geometry . It is a crystalline solid , which reacts vigorously with water to form hydroiodic acid and boric acid .	T
Кейін " Целинник " ( 1980 ), " Уралец " ( 1981 ), " Жетісу " ( 1982 - 1984 ), " Спартак " ( 1985 , 1990 - 91 ), "  <word>Восток</word> " ( 1987 - 90 ), "" Нурафшон " ( Бұхара ), " Достық " ( 1993 ), " Көкшетау " ( 1996 ) клубтарында ойнады .	Kairat and  <word>Vostok-Adil</word> played the second Kazakhstan Cup Final . In the first final Kairat beat Fosfor ( 1992 Kazakhstan Cup Final , 5-1 ) , and Vostok-Adil beat Aktyubinets ( 1994 Kazakhstan Cup Final , 1-0 ) .	T
Құлсары Тінекейұлы ( 1820 , Маңғыстау ойы – 1900 , Атырау облысы , Жылыой ауданы , Құлсары ) – атақты  <word>би</word> . Адай руынан шыққан елге белгілі ақсақал . Ата шежіресі бойынша " Мұңал – Бәйімбет – Сегізбай – Күшік ( Ержігіт ) – Айғыр – Тінекей – Құлсары ".	According to a tradition , Gülçiçek was the consort of Aclan  <word>Bey</word> , one of the Princes of the Anatolian Muslim Principality of Karasids . She was captured when Orhan conquered the principality ( 1344 ) and placed in the Ottoman Palace .	T
Әйкелқұдық - кенересі құламас үшін бетіне ортасы тесік үлкен  <word>дөңгелек</word> тас қойылған құдық . Әбден қазылып болған құдықтың аузына тастан әйкел деп аталатын қақпақ қиып орнатады да , қақпақтардың ортасынан долы сиятындай дөңгелек тесік қалдырылады .	The scurvy-grass seed s become trapped on car  <word>wheel</word> s , transported often for a considerable distance , and then washed off , to grow in the salt-rich soil at the side of the road where other plants can not survive .	T
Керулен (, ( Kèlǔlún hé )) —  <word>Моңғолия</word> мен Қытай мемлекеттері аумағымен ағатын өзен . Ұзындығы 1264 км ( 1090 км - і Моңғолияда ), алабы 116 , 4 мың км² . Хэнтэй жотасының оңт .- шығыс беткейінен басталып , Далайнор көліне құяды .	Xinjiang borders the countries of  <word>Mongolia</word> ( Bayan-Ölgii , Khovd and Govi-Altai Province s ) , Russia ( Altai Republic ) , Kazakhstan ( East Kazakhstan and Almaty Province s ) , Kyrgyzstan ( Issyk Kul , Naryn and Osh Region s ) , Tajikistan ( Gorno-Badakhshan Autonomous Region ) , Afghanistan ( Badakhshan .	T
Популяция немесе қауымдастық арқылы аудан бірлігінде уақыт бірлігі ішінде өндірілетін биомасса ; толық немесе жалпы бастапқы  <word>өнімділік</word> , сондай - ақ энергия ны , ұшқыш заттектерді де ( газ дар , аэрозоль дар ) қосып алуга тиісті ;	Both non-financial and financial capital accumulation is usually needed for economic growth , since additional production usually requires additional funds to enlarge the scale of production . Smarter and more  <word>productive</word> organization of production can also increase production without increased capital . Capital can be created without increased investment by inventions or improved organization that increase productivity , discoveries of new assets ( oil , gold , minerals , etc .	T
Мырзашев Рысбек ( 1932 , Астрахан ауданы Өндіріс ауылы – 1987 , Шымкент ) – мемлекеттік қайраткері , Социалистiк Еңбек Ері ( 1972 ). Қазақ ауыл шаруашылығы институтын бітірген ( 1957 ).  <word>Атбасар</word> жөндеу - механика зауытында инжинер - электрик болып жұмыс істеген . 1985 жылдан Қазақстан Компартиясы Шымкент облыстық комитетінің 1 - хатшысы қызметін атқарды .	The entire Italian community , including the antifascists settling in the 20s was gathered and sent to Kazakhstan in sealed trains . The trip started on the 29 January 1942 and lasted until March , when the convoy arrived in  <word>Atbasar</word> and the prisoners were moved to labour camps . Half of the convoy ( including all the children ) died during the trip , as well as many others during the detention in the camps .	T
Соның нәтиже сінде ұлт тарды аға мен ініге теңеу саясат ы , келеңсіз көрініс тер орын алды . Кеңес халқы тоталитарлық - саяси әдіс термен біріккен  <word>қауым</word> , оның мәдени негізі идеологияландырылған кеңес мәдениеті болды . Сол себепті саяси қатаң тәртіп сол әлсіреген кезде « адамдардың жаңа тарихи қауымдастығы » ыдырап кетті .	Religious beliefs , deriving from ideas that are exclusive to religion , often relate to the existence , characteristics and worship of a deity or deities , to the idea of divine intervention in the universe and in human life , or to the deontological explanations for the values and practices centered on the teachings of a spiritual leader or  <word>community</word> .	T
Теңіз — мұхит тың құрлыққа сұғына кіріп орналасқан немесе оның өзге бөліктерінен құрлық жағалаулары , түбек тер немесе аралдармен бөлектеніп жатқан кішігірім бөлігі . Теңіз деп кейбір ірі көлдерді де атайды ( мысалы , Арал ,  <word>Каспий</word> , Өлі теңіз дер ). Мұхитпен байланысына және гидрологиялық жүргісінің ерекшеліктеріне қарай — теңіз ішкі , шеткі , араларалық , ал географиялық орнына қарай — материкаралық және материкішілік болып бөлінеді .	The tribe came to Balochistan from the  <word>Caspian</word> region of Sarmastan , Iran , and under this name they were one of the allies of Ameer Bijjar Mirwani , in Brahao Jadgal War , and later they derived their tribal name from their heroic ancestor ; Sardar Sarmad , who was a blacksmith by profession .	T
Сол жолдардың бірі Бұхара , Самарқан , Шаш ( Ташкент ), Тараз ,  <word>Құлан</word> , Суяб ( қазіргі Тоқмақ маңы ) арқылы өтіп , Ыстықкөл ойпатымен Қарқараны , Текесті басып , Шығыс Түркістанға қарай бойлаған .	In comparison to the Ashmole bestiary , on 9 verso some leaves are missing which should have likely contained imagery of the antelope ( `` Antalops '' ) , unicorn ( `` Unicornis '' ) , lynx ( `` Lynx '' ) , griffin ( `` Gryps '' ) , part of elephant ( `` Elephans '' ) . Near folio 21 verso two illuminations of the ox ( `` Bos '' ) , camel ( `` Camelus '' ) , dromedary ( `` Dromedarius '' ) , ass ( `` Asinus '' ) ,  <word>onager</word> ( `` Onager '' ) and part of horse ( `` Equus '' ) are also assumed to be missing . Also missing from folio 15 recto on are some leaves which should have contained crocodile ( `` Crocodilus '' ) , manticore ( `` Mantichora '' ) and part of parandrus ( `` Parandrus '' ) .	T
« Лениншіл жас » ( қазіргі « Жас Алаш ») газетінде , « Мәдениет және тұрмыс » ( қазіргі « Парасат ») журналында әдеби қызметкер , « Қазақфильм » киностудиясында аға редактор , «  <word>Жұлдыз</word> » журналында сын бөлімінің меңгерушісі қызметтерін атқарды .	With an apparent diameter of about 10 ' and at an estimated distance of 32,600 light-year s , M80 's spatial diameter is about 95 light-years . It contains several hundred thousand  <word>star</word> s , and is among the more densely populated globular clusters in the Milky Way .	T
<word>Қоғам</word> мен табиғат тың өзара әрекеттері аясындағы , адам дардың қазіргі және келешек ұрпақтарының мүдде лері үшін табиғат байлығын қорғау және ұтымды пайдалану саласындағы қоғам дық ( экология ) қатынастарды реттейтін заңи норма ларының жиынтығы .	Buchanan believed that every constitution is created for at least several generations of citizens . Therefore , it must be able to balance the interests of the state ,  <word>society</word> , and each individual .	T
Коммерциялық емес қызмет ұйымдары мен мекемелерін ұстауға және дамытуға арналған қаражаттарды толықтырудың белгілі бір көзі олардың қарамағындағы ресурстардың бір бөлігін коммерциялық және жинақ банктерінің  <word>депозиттер</word> іне , сондай - ақ қаржы рыногында бағалы қағаздарға орналастырудан алынатын табыстар болып табылады .	The Fallo of the 262-page Decision declared the forfeiture in favor of the government : P542.701 million ( bank  <word>accounts</word> including interest ) , P189 million ( Jose Velarde accounts including interest ) and the Boracay mansion in New Manila , Quezon City .	T
Табиғи құрылыс материалдары — құрылыс та қолданылатын әртүрлі таужыныстар . Олар табиғи құрылыс тастарына ( кесілген , өңделген және уатылган тастар ) және қопсық материалдар ( құм ,  <word>гравий</word> , малтатас , шақпатас ) тастарына бөлінеді . Құрылыста қолданылуына қарай :	On the eastern side of the Wash , low chalk cliffs , with a noted stratum of red chalk , are found at Hunstanton . The  <word>gravel</word> pits ( lagoons ) found at Snettisham RSPB reserve are an important roost for waders at high tide . This Special Protection Area ( SPA ) borders onto the North Norfolk Coast Special Protection Area .	T
Қоян жылы  <word>қыс</word> қатты болып , мал жұт ай бастайды . Шынтас бай не істерін білмей қалады . Бұл кезде Бәйдібек он бес жасқа толған еді . Ол күн - түн жылқы ішінде жүреді .	<word>Winter</word> s are sunny and mild with nighttime lows averaging between and 50 °F ( 4 °C and 10 °C ) and daytime highs ranging from to 75 °F ( 16 °C to 24 °C ) .	T
Бұдан кейін ол Ордабасы , Тобыл , Ордабасы , Астана және Шахтер клубтарында ойнады . Соңғы клубтағы жақсы ойыннан кейін Мұратты астаналық  <word>Локомотив</word> шақырды . Ол жақта Сүймағамбетов негізгі құрамға ілікпей , қайтадан Ордабасы клубына келеді .	Botev Plovdiv was allowed to participate in the 2013–14 UEFA Europa League , taking the place of the then financially struggling CSKA Sofia , this marked the return of the team in Europe , after 18 years of absence . The club defeated the likes of  <word>Astana</word> and Zrinjski Mostar , before being eliminated by Stuttgart in the third qualifying round . In 2013–14 , Botev Plovdiv finished fourth once more and also reached the 2013–14 Bulgarian Cup final , where they lost 0–1 to Ludogorets Razgrad .	T
Тастаев айтыскер ақын , термеші , әнші ретінде « Наурыз - 89 » ( Алматы , 1989 ),  <word>Базар</word> жыраудың 150 жылдығы ( Ташкент ), Т . Рысқұлов тың 100 жылдығы ( Шымкент ), Абай дың 150 жылдығы ( Ақтау ) тойларына қатысып , өнер көрсеткен .	The Amish Acres Arts & Crafts Festival , held the first weekend in August ( Thursday through Sunday , July 31 through August 3 , 2008 ) in Nappanee , Indiana , celebrates its 46th year in 2008 . It features 350 artists and craftsmen in a  <word>marketplace</word> surrounding the farm 's pond . Over $ 10,000 in cash prizes are awarded winners in twelve categories .	T
Азия да – Сингапур , Малайзия , Шри - Ланка , Пәкстан ( 1973 ), Үндістан ; Еуропа елдерінде – Финляндия ( 1971 ), Франция , Германия ( 1972 ), Италия ( 1976 ), Швеция да ( 1970 , 1984 ) өткізілген КСРО мәдениеті күндерінде Қазақстанның еңбек сіңірген ұжымдары – Құрманғазы атындағы халық аспаптар оркестрі , хор капелласы , ән - би ансамблі , классикалық би ансамблі , “ Отырар сазы ” оркестрі , “ Гүлдер ”, “ Дос - Мұқасан ”, “  <word>Арай</word> ” ансамбльдері , “ Сазген ” этнографиялық ансамблі , т . б .	Exterior architectural photography usually takes advantage of available light by day , or at night it uses ambient light from adjacent street lights , landscape lights , exterior building lights , moonlight and even  <word>twilight</word> present in the sky in all but the darkest situations .	T
Б . з . б . 250 ж . ш . сақ тардың көшпелі парн ( дах ) тайпалары  <word>Парфия</word> ға басып кірді . Парндардың басшысы Аршақ ( Аршақ әулеті нің негізін қалаушы ) Парфия патшалығының бірінші патшасы болды . 209 ж . Селевки патшасы Антиох ІІІ Парфияны өзіне бағындырды .	The nationalities of the soldiers depicted on the reliefs and mentioned in the individual labels of the DNe inscription are , from left to right : Makan , Persian , Median , Elamite ,  <word>Parthian</word> , Arian	T
Халық аңыздарында  <word>Түркістан</word> дағы әулиенің аруағын атақты қолбасшы , бүкіл Шығысты тітіренткен Әмір Темір дің айрықша сыйлап өткені айтылады . Оның әмірімен Ахмет Ясауи қайтыс болғаннан екі жүз жылдан кейін қирап бітуге таянған кішкене ғана мазардың орнына , дүниежүзілік сәулет өнерінің белгілі ескерткіші орнатылды .	Umar continued his predecessor 's legacy of expanding the Khanate , but to a lesser extent . In 1816 the city of  <word>Turkestan</word> was annexed from the Emirate of Bukhara . Whilst visiting the tomb of Khoja Akhmet Yassawi he declared himself to be the Amir al-Mu'minin , Leader of the Faithful .	T
Оқу - ағарту , денсаулық сақтау , тұрмыстық қажеттерді өтейтін мекемелер бар . Жәйрем арқылы Түгіскен — Қаражал —  <word>Жамбыл</word> автомобильдік жолы өтеді . Сарысу — Жәйрем темір жол тармағы арқылы Жәйрем - Қарағанды — Сейфуллин — Жезқазған темір жолдарына қосылған .	The main east-west transportation axis of the region is the  <word>Taraz</word> - Bishkek - Balykchy highway , running through most major cities of the region . This road 's section west of Bishkek is part of European route E40 , known locally as Highway M-39 ( based on the old USSR highway numbering scheme ) .	T
Қимақ ( кимек ) қағандығы ыдырағаннан кейін әскери - саяси билік қыпшақ ақсүйектерінің қолына көшті . Олар 11 - ғасырдың 2 - ширегінен бастап  <word>Арал</word> мен Каспий өңірлерін жайлаған оғыз тайпаларын ығыстырды . “ Оғыздар даласының ” ( Мафадат әл - ғұз ) орнына Дешті Қыпшақ атауы орнықты .	Its members are found in fresh and brackish waters of southern Europe , northern Africa , the wider Near East , the  <word>Aral</word> and Caspian Sea s , and rivers associated with these .	T
<word>Бұлақ</word> , бастау – жер бетіне шығып жатқан табиғи жер асты су көзі . Ол тау лы , қырат ты аймақтарда , өзен , көл жағаларында жиі кездеседі . Бұлақтың арынсыз және арынды түрлері бар .	Elector Palatine Philip the Upright ( 1448–1508 ) and John I , Count Palatine of Simmern ( 1459–1509 ) , granted the town leave to hold a second yearly market in 1490 . In that same year , Elector Palatine Philip bestowed ownership of the `` saltz- und badbronnen '' ( `` salty and bathing  <word>springs</word> `` ) upon his cooks Conrad Brunn and Matthes von Nevendorf . The briny springs were likely discovered in 1478 ; nevertheless a `` Sulzer Hof '' in what is today called the Salinental ( `` Saltworks Dale '' ) had already been mentioned in the 13th or 14th century .	T
Қазақ бейнелеу өнері — көркем кескіндеме ,  <word>мүсіндеме</word> , графика , сән және қолданбалы өнер салаларын қамтитын , ұлттық дүниетанымға негізделген көркем өнер . Қазақ Бейнелеу Өнерінің бұқаралық ең ежелгі түрі – халықтың қолөнері болып табылады .	Werner Stötzer ( born Sonneberg 2 April 1931 : died Altlangsow 22 July 2010 ) was a German Artist and  <word>Sculptor</word> . For the last three decades of his life he lived and worked in Altlangsow ( administratively part of Seelow ) in the marshy Oderbruch region of Brandenburg .	T
Маңғыстау облысы ның Бейнеу кентінен оңтүстікке қарай 17 км жерде , Жем мен  <word>Сағыз</word> өзендерінің сағасы арқылы Сарайшық қа өтетін тоғайлы керуен жолының бойында орналасқан . Бейнеу қорымын архитектор Т . Жанысбеков зерттеген . Екі терең сайдың арнасымен 3 бөлікке бәленген ауқымды қорым 800 - ге тарта бейіт құрылыстарынан тұрады .	It was reported that when the company first started producing candy it was so pleased with the treatment from the city that it distributed free boxes of  <word>gum</word> on the street and to every retailer in the city .	T
<word>Локомотив</word> тартымының дамуы және оны қайта құру , жаңғырту локомотив деполаларына әсер етті . Осылайша , Нахичевань , Евлах , Алят , Беюк - Шор және Баку депосындағы паровоздар үшін көптеген айналым деполары жабылып , бір Баку - Жолаушылар депосына біріктірілді .	It restored several privately owned pieces of former WW & F rolling stock and rebuilt about 2 miles of former WW & F track in Alna . The museum runs gauge steam and diesel  <word>locomotive</word> s and other historic equipment , and has other pieces on static display .	T
